40,40,40,40,40
120,120,120,120,120
120,120,120,120,120
0,0,0,0,0
39,39,39,39,39
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
1,1,1,1,1
40,40,40,40,40
132,132,132,132,132
120,120,120,120,120
12,12,12,12,12
40,41,40,40,43
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
7,4,4,5,6
40,40,40,40,40
144,144,144,144,144
120,120,120,120,120
24,24,24,24,24
63,49,44,56,48
0:00:02,0:00:02,0:00:01,0:00:01,0:00:01
13,10,18,11,13
40,40,40,40,40
156,156,156,156,156
120,120,120,120,120
36,36,36,36,36
47,53,150,43,49
0:00:01,0:00:02,0:00:14,0:00:01,0:00:02
17,28,33,20,29
40,40,40,40,40
168,168,168,168,168
120,120,120,120,120
48,48,48,48,48
51,113,58,108,66
0:00:03,0:00:07,0:00:08,0:00:08,0:00:04
36,34,37,37,32
40,40,40,40,40
180,180,180,180,180
120,120,120,120,120
60,60,60,60,60
101,97,247,99,96
0:00:08,0:00:05,0:00:19,0:00:06,0:00:04
40,37,38,38,39
40,40,40,40,40
192,192,192,192,192
120,120,120,120,120
72,72,72,72,72
31,118,102,152,50
0:00:03,0:00:08,0:00:05,0:00:09,0:00:04
39,40,39,40,40
40,40,40,40,40
204,204,204,204,204
120,120,120,120,120
84,84,84,84,84
262,101,256,60,349
0:00:24,0:00:08,0:00:16,0:00:07,0:00:17
40,40,40,40,40
40,40,40,40,40
216,216,216,216,216
120,120,120,120,120
96,96,96,96,96
190,26,46,38,268
0:00:11,0:00:05,0:00:03,0:00:04,0:00:26
40,40,38,40,40
40,40,40,40,40
228,228,228,228,228
120,120,120,120,120
108,108,108,108,108
75,53,64,17,289
0:00:04,0:00:07,0:00:06,0:00:06,0:00:19
40,40,40,40,40
40,40,40,40,40
240,240,240,240,240
120,120,120,120,120
120,120,120,120,120
32,40,21,6,62
0:00:08,0:00:07,0:00:07,0:00:05,0:00:04
40,40,40,40,40
