40,40,40,40,40
88,88,88,88,88
80,80,80,80,80
8,8,8,8,8
41,43,41,39,40
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
4,4,7,4,6
40,40,40,40,40
96,96,96,96,96
80,80,80,80,80
16,16,16,16,16
43,46,40,40,39
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
7,16,9,9,7
40,40,40,40,40
104,104,104,104,104
80,80,80,80,80
24,24,24,24,24
49,85,49,64,57
0:00:01,0:00:03,0:00:01,0:00:02,0:00:02
11,20,9,22,16
40,40,40,40,40
112,112,112,112,112
80,80,80,80,80
32,32,32,32,32
99,50,61,110,113
0:00:04,0:00:01,0:00:02,0:00:06,0:00:05
29,17,18,27,20
40,40,40,40,40
120,120,120,120,120
80,80,80,80,80
40,40,40,40,40
271,976,205,115,280
0:00:15,0:00:59,0:00:12,0:00:06,0:00:37
33,35,32,33,37
40,40,40,40,40
128,128,128,128,128
80,80,80,80,80
48,48,48,48,48
614,1545,1845,386,412
0:00:39,0:02:13,0:02:21,0:00:30,0:00:32
32,39,36,37,39
40,40,40,40,40
136,136,136,136,136
80,80,80,80,80
56,56,56,56,56
407,1136,161,668,849
0:01:13,0:01:32,0:00:16,0:00:57,0:03:05
39,38,38,36,36
40,40,40,40,40
144,144,144,144,144
80,80,80,80,80
64,64,64,64,64
4573,898,1349,600,345
0:06:36,0:01:19,0:01:53,0:00:48,0:00:29
40,39,39,38,39
40,40,40,40,40
152,152,152,152,152
80,80,80,80,80
72,72,72,72,72
1344,588,1916,2629,222
0:02:29,0:00:43,0:02:34,0:04:02,0:00:16
40,39,39,37,40
40,40,40,40,40
160,160,160,160,160
80,80,80,80,80
80,80,80,80,80
146,1638,1684,114,3633
0:00:14,0:01:25,0:03:02,0:00:08,0:04:08
40,40,38,39,40
