20,20,20,20,20
44,44,44,44,44
40,40,40,40,40
4,4,4,4,4
21,20,19,19,19
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,4,3,5,2
20,20,20,20,20
48,48,48,48,48
40,40,40,40,40
8,8,8,8,8
19,24,20,19,21
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,8,4,3,8
20,20,20,20,20
52,52,52,52,52
40,40,40,40,40
12,12,12,12,12
19,29,27,21,19
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
9,10,12,9,4
20,20,20,20,20
56,56,56,56,56
40,40,40,40,40
16,16,16,16,16
18,32,16,23,35
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
11,15,16,11,13
20,20,20,20,20
60,60,60,60,60
40,40,40,40,40
20,20,20,20,20
31,21,28,28,33
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
17,17,17,15,11
20,20,20,20,20
64,64,64,64,64
40,40,40,40,40
24,24,24,24,24
20,24,60,10,38
0:00:00,0:00:00,0:00:01,0:00:00,0:00:00
17,19,18,19,18
20,20,20,20,20
68,68,68,68,68
40,40,40,40,40
28,28,28,28,28
27,32,36,102,25
0:00:01,0:00:00,0:00:01,0:00:02,0:00:00
20,20,19,19,19
20,20,20,20,20
72,72,72,72,72
40,40,40,40,40
32,32,32,32,32
40,18,37,7,16
0:00:01,0:00:01,0:00:01,0:00:00,0:00:00
19,19,19,18,20
20,20,20,20,20
76,76,76,76,76
40,40,40,40,40
36,36,36,36,36
43,48,20,14,13
0:00:00,0:00:01,0:00:01,0:00:00,0:00:00
20,20,20,20,20
20,20,20,20,20
80,80,80,80,80
40,40,40,40,40
40,40,40,40,40
18,80,14,14,27
0:00:00,0:00:01,0:00:00,0:00:00,0:00:00
20,20,20,20,20
