20,20,20,20,20
60,60,60,60,60
60,60,60,60,60
0,0,0,0,0
19,19,19,19,18
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
20,20,20,20,20
66,66,66,66,66
60,60,60,60,60
6,6,6,6,6
19,19,17,19,20
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,3,3,5,3
20,20,20,20,20
72,72,72,72,72
60,60,60,60,60
12,12,12,12,12
18,20,18,19,20
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
7,9,12,7,6
20,20,20,20,20
78,78,78,78,78
60,60,60,60,60
18,18,18,18,18
20,16,21,52,19
0:00:00,0:00:00,0:00:00,0:00:01,0:00:00
14,12,18,15,17
20,20,20,20,20
84,84,84,84,84
60,60,60,60,60
24,24,24,24,24
27,17,18,21,24
0:00:01,0:00:00,0:00:00,0:00:01,0:00:01
19,19,19,19,19
20,20,20,20,20
90,90,90,90,90
60,60,60,60,60
30,30,30,30,30
15,14,15,7,10
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
20,19,20,20,20
20,20,20,20,20
96,96,96,96,96
60,60,60,60,60
36,36,36,36,36
24,12,0,4,7
0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
20,20,20,20,20
20,20,20,20,20
102,102,102,102,102
60,60,60,60,60
42,42,42,42,42
4,7,3,7,18
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
20,20,19,20,20
20,20,20,20,20
108,108,108,108,108
60,60,60,60,60
48,48,48,48,48
18,15,15,5,8
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
20,20,20,20,20
20,20,20,20,20
114,114,114,114,114
60,60,60,60,60
54,54,54,54,54
17,17,9,0,12
0:00:00,0:00:01,0:00:00,0:00:00,0:00:00
20,20,20,20,20
20,20,20,20,20
120,120,120,120,120
60,60,60,60,60
60,60,60,60,60
10,16,7,17,19
0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
20,20,20,20,20
