40,40,40,40,40
44,44,44,44,44
40,40,40,40,40
4,4,4,4,4
39,40,39,39,39
0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
2,3,2,2,2
40,40,40,40,40
48,48,48,48,48
40,40,40,40,40
8,8,8,8,8
39,39,39,40,39
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
3,3,4,5,3
40,40,40,40,40
52,52,52,52,52
40,40,40,40,40
12,12,12,12,12
43,40,41,46,40
0:00:01,0:00:00,0:00:00,0:00:01,0:00:00
6,4,6,6,4
40,40,40,40,40
56,56,56,56,56
40,40,40,40,40
16,16,16,16,16
45,44,42,41,43
0:00:01,0:00:01,0:00:00,0:00:00,0:00:01
7,7,9,5,10
40,40,40,40,40
60,60,60,60,60
40,40,40,40,40
20,20,20,20,20
56,51,46,47,41
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
13,8,8,10,6
40,40,40,40,40
64,64,64,64,64
40,40,40,40,40
24,24,24,24,24
230,58,57,77,43
0:00:06,0:00:01,0:00:01,0:00:01,0:00:01
23,18,9,13,8
40,40,40,40,40
68,68,68,68,68
40,40,40,40,40
28,28,28,28,28
1213,424,3188,146,94
0:00:50,0:00:15,0:01:47,0:00:04,0:00:03
27,26,23,23,25
40,40,40,40,40
72,72,72,72,72
40,40,40,40,40
32,32,32,32,32
199,142,173,755,280
0:00:06,0:00:04,0:00:05,0:00:31,0:00:10
25,23,22,29,24
40,40,40,40,40
76,76,76,76,76
40,40,40,40,40
36,36,36,36,36
141,271,968,7587,889
0:00:04,0:00:11,0:00:40,0:05:43,0:00:33
19,31,30,31,26
40,40,40,40,40
80,80,80,80,80
40,40,40,40,40
40,40,40,40,40
12319,4751,1050,5890,681
0:13:22,0:04:09,0:00:41,0:06:12,0:00:38
35,35,34,37,35
