30,30,30,30,30
90,90,90,90,90
90,90,90,90,90
0,0,0,0,0
29,29,29,29,29
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
30,30,30,30,30
99,99,99,99,99
90,90,90,90,90
9,9,9,9,9
30,29,30,29,30
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
4,5,4,6,6
30,30,30,30,30
108,108,108,108,108
90,90,90,90,90
18,18,18,18,18
33,30,30,34,29
0:00:00,0:00:00,0:00:00,0:00:01,0:00:00
9,10,9,13,10
30,30,30,30,30
117,117,117,117,117
90,90,90,90,90
27,27,27,27,27
45,36,27,45,31
0:00:01,0:00:01,0:00:01,0:00:01,0:00:00
24,25,25,24,20
30,30,30,30,30
126,126,126,126,126
90,90,90,90,90
36,36,36,36,36
41,89,23,32,43
0:00:02,0:00:05,0:00:00,0:00:01,0:00:01
30,29,28,27,24
30,30,30,30,30
135,135,135,135,135
90,90,90,90,90
45,45,45,45,45
33,97,12,22,43
0:00:02,0:00:05,0:00:01,0:00:01,0:00:02
27,28,28,27,28
30,30,30,30,30
144,144,144,144,144
90,90,90,90,90
54,54,54,54,54
278,24,47,13,12
0:00:15,0:00:01,0:00:03,0:00:01,0:00:01
29,30,30,30,30
30,30,30,30,30
153,153,153,153,153
90,90,90,90,90
63,63,63,63,63
15,19,22,26,3
0:00:02,0:00:02,0:00:02,0:00:01,0:00:02
30,30,30,30,30
30,30,30,30,30
162,162,162,162,162
90,90,90,90,90
72,72,72,72,72
37,7,11,126,16
0:00:01,0:00:01,0:00:01,0:00:04,0:00:01
30,30,30,29,30
30,30,30,30,30
171,171,171,171,171
90,90,90,90,90
81,81,81,81,81
27,8,26,17,32
0:00:02,0:00:01,0:00:02,0:00:02,0:00:02
30,30,30,30,30
30,30,30,30,30
180,180,180,180,180
90,90,90,90,90
90,90,90,90,90
63,18,122,19,34
0:00:03,0:00:03,0:00:05,0:00:02,0:00:02
30,30,30,30,30
