50,50,50,50,50
122,122,122,122,122
122,122,122,122,122
0,0,0,0,0
49,49,49,49,49
0:00:01,0:00:02,0:00:01,0:00:01,0:00:01
1,1,1,1,1
50,50,50,50,50
244,244,244,244,244
122,122,122,122,122
122,122,122,122,122
360,815,22580,205,551
0:00:24,0:03:12,1:14:12,0:01:36,0:02:34
50,49,50,50,50
50,50,50,50,50
367,367,367,367,367
122,122,122,122,122
245,245,245,245,245
277,924,787,26,102
0:00:38,0:21:55,0:01:51,0:00:11,0:00:20
50,50,50,50,50
50,50,50,50,50
489,489,489,489,489
122,122,122,122,122
367,367,367,367,367
161,1342,98,195,198
0:00:59,0:01:52,0:00:34,0:07:31,0:06:01
50,50,50,50,50
50,50,50,50,50
612,612,612,612,612
122,122,122,122,122
490,490,490,490,490
98,408,361,134,136
0:01:20,0:04:05,0:00:46,0:00:54,0:00:38
50,50,50,50,50
50,50,50,50,50
734,734,734,734,734
122,122,122,122,122
612,612,612,612,612
21,27,71,62,15
0:01:23,0:01:20,0:07:52,0:00:31,0:00:54
50,50,50,50,50
50,50,50,50,50
857,857,857,857,857
122,122,122,122,122
735,735,735,735,735
97,79,4,52,18
0:02:38,0:16:52,0:01:11,0:01:47,0:01:34
50,50,50,50,50
50,50,50,50,50
979,979,979,979,979
122,122,122,122,122
857,857,857,857,857
25,15,11,8,15
0:02:54,0:09:14,0:06:15,0:03:46,0:01:58
50,50,50,50,50
50,50,50,50,50
1102,1102,1102,1102,1102
122,122,122,122,122
980,980,980,980,980
1,2,28,16,2
0:03:07,0:06:20,0:02:27,0:13:02,0:02:50
50,50,50,50,50
50,50,50,50,50
1224,1224,1224,1224,1224
122,122,122,122,122
1102,1102,1102,1102,1102
2,0,1,3,0
0:03:10,0:03:06,0:03:57,0:02:25,0:01:35
50,50,50,50,50
