13,13,13,13,13
7,7,7,7,7
7,7,7,7,7
0,0,0,0,0
12,12,12,12,12
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
13,13,13,13,13
14,14,14,14,14
7,7,7,7,7
7,7,7,7,7
22,29,20,28,20
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,8,4,8,4
13,13,13,13,13
22,22,22,22,22
7,7,7,7,7
15,15,15,15,15
206,142,154,91,114
0:00:03,0:00:01,0:00:02,0:00:01,0:00:02
13,11,13,12,13
13,13,13,13,13
30,30,30,30,30
7,7,7,7,7
23,23,23,23,23
122,149,142,62,171
0:00:03,0:00:04,0:00:04,0:00:02,0:00:04
13,13,13,13,13
13,13,13,13,13
38,38,38,38,38
7,7,7,7,7
31,31,31,31,31
66,143,88,70,109
0:00:05,0:00:07,0:00:07,0:00:02,0:00:04
13,13,13,13,13
13,13,13,13,13
46,46,46,46,46
7,7,7,7,7
39,39,39,39,39
90,46,60,70,97
0:00:05,0:00:05,0:00:04,0:00:05,0:00:04
13,13,13,13,13
13,13,13,13,13
53,53,53,53,53
7,7,7,7,7
46,46,46,46,46
46,17,76,114,30
0:00:02,0:00:02,0:00:03,0:00:03,0:00:02
13,13,13,13,13
13,13,13,13,13
61,61,61,61,61
7,7,7,7,7
54,54,54,54,54
9,21,10,7,23
0:00:02,0:00:02,0:00:01,0:00:01,0:00:03
13,13,13,13,13
13,13,13,13,13
69,69,69,69,69
7,7,7,7,7
62,62,62,62,62
13,9,3,11,8
0:00:02,0:00:02,0:00:01,0:00:02,0:00:02
13,13,13,13,13
13,13,13,13,13
77,77,77,77,77
7,7,7,7,7
70,70,70,70,70
16,1,1,6,3
0:00:02,0:00:01,0:00:01,0:00:02,0:00:01
13,13,13,13,13
