10,10,10,10,10
4,4,4,4,4
4,4,4,4,4
0,0,0,0,0
9,9,9,7,9
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
10,10,10,10,10
8,8,8,8,8
4,4,4,4,4
4,4,4,4,4
15,11,15,14,14
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
4,3,4,4,3
10,10,10,10,10
13,13,13,13,13
4,4,4,4,4
9,9,9,9,9
32,34,42,47,34
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
10,8,9,8,10
10,10,10,10,10
17,17,17,17,17
4,4,4,4,4
13,13,13,13,13
65,41,69,42,92
0:00:00,0:00:00,0:00:01,0:00:00,0:00:00
9,9,10,10,9
10,10,10,10,10
22,22,22,22,22
4,4,4,4,4
18,18,18,18,18
28,63,127,53,57
0:00:00,0:00:01,0:00:01,0:00:01,0:00:01
10,10,9,10,10
10,10,10,10,10
26,26,26,26,26
4,4,4,4,4
22,22,22,22,22
31,22,59,94,44
0:00:01,0:00:00,0:00:01,0:00:01,0:00:01
10,10,10,10,10
10,10,10,10,10
31,31,31,31,31
4,4,4,4,4
27,27,27,27,27
25,29,21,11,24
0:00:01,0:00:01,0:00:01,0:00:00,0:00:00
10,10,10,10,10
10,10,10,10,10
35,35,35,35,35
4,4,4,4,4
31,31,31,31,31
10,25,5,4,9
0:00:00,0:00:01,0:00:00,0:00:00,0:00:00
10,10,10,10,10
10,10,10,10,10
40,40,40,40,40
4,4,4,4,4
36,36,36,36,36
4,4,6,5,5
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
10,10,10,10,10
10,10,10,10,10
44,44,44,44,44
4,4,4,4,4
40,40,40,40,40
2,2,4,2,9
0:00:00,0:00:00,0:00:01,0:00:00,0:00:00
10,10,10,10,10
