12,12,12,12,12
6,6,6,6,6
6,6,6,6,6
0,0,0,0,0
10,11,11,11,11
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
12,12,12,12,12
12,12,12,12,12
6,6,6,6,6
6,6,6,6,6
26,16,20,21,22
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
7,3,4,4,5
12,12,12,12,12
19,19,19,19,19
6,6,6,6,6
13,13,13,13,13
133,72,84,33,59
0:00:01,0:00:02,0:00:01,0:00:00,0:00:00
11,11,12,12,10
12,12,12,12,12
25,25,25,25,25
6,6,6,6,6
19,19,19,19,19
44,55,86,90,75
0:00:01,0:00:01,0:00:02,0:00:02,0:00:01
12,12,12,12,12
12,12,12,12,12
32,32,32,32,32
6,6,6,6,6
26,26,26,26,26
72,89,57,108,73
0:00:02,0:00:03,0:00:02,0:00:02,0:00:02
12,12,12,12,12
12,12,12,12,12
39,39,39,39,39
6,6,6,6,6
33,33,33,33,33
45,178,50,44,20
0:00:02,0:00:02,0:00:04,0:00:02,0:00:01
12,12,12,12,12
12,12,12,12,12
45,45,45,45,45
6,6,6,6,6
39,39,39,39,39
19,21,47,8,50
0:00:01,0:00:01,0:00:02,0:00:01,0:00:03
12,12,12,12,12
12,12,12,12,12
52,52,52,52,52
6,6,6,6,6
46,46,46,46,46
25,9,23,18,28
0:00:01,0:00:01,0:00:02,0:00:02,0:00:02
12,12,12,12,12
12,12,12,12,12
58,58,58,58,58
6,6,6,6,6
52,52,52,52,52
16,12,3,3,9
0:00:01,0:00:02,0:00:01,0:00:00,0:00:02
12,12,12,12,12
12,12,12,12,12
65,65,65,65,65
6,6,6,6,6
59,59,59,59,59
3,1,5,2,1
0:00:01,0:00:00,0:00:01,0:00:01,0:00:01
12,12,12,12,12
