1,1,1,1,1,1,1,1,1,1
15,15,15,15,15,15,15,15,15,15
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,4,3,5,3,3,3,4,3,5
29,26,22,29,24,23,22,25,23,27
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
10,8,11,9,11,7,13,11,8,12
85,71,432,127,346,71,168,169,70,308
0:00:01,0:00:00,0:00:04,0:00:01,0:00:03,0:00:00,0:00:01,0:00:02,0:00:01,0:00:03
14,14,12,15,14,15,13,16,15,14
3313,2300,712,2358,2097,800,1460,3165,2330,1040
0:00:53,0:00:38,0:00:10,0:00:40,0:00:32,0:00:13,0:00:23,0:00:59,0:00:40,0:00:15
15,16,16,15,16,15,16,15,16,16
5257,6898,8610,7966,6358,4603,4786,4110,4324,5616
0:01:11,0:01:56,0:02:23,0:01:39,0:01:56,0:00:57,0:01:15,0:01:38,0:00:57,0:01:37
16,16,16,15,16,16,16,16,16,16
10208,10164,8035,15201,6758,9463,8519,10023,9222,6142
0:06:17,0:03:46,0:03:48,0:04:32,0:05:36,0:04:31,0:04:18,0:05:12,0:03:18,0:03:32
16,16,16,16,16,16,16,16,16,16
6075,10554,8630,8952,6814,6521,8208,7105,6760,10685
0:03:32,0:03:49,0:04:18,0:05:16,0:05:48,0:04:27,0:06:30,0:05:47,0:04:30,0:05:37
16,16,16,16,16,16,16,16,16,16
8456,7252,10345,13701,8806,9386,6722,5253,5795,7029
0:06:03,0:08:36,0:08:44,0:07:01,0:07:11,0:08:21,0:07:32,0:04:39,0:04:44,0:04:59
16,16,16,16,16,16,16,16,16,16
7957,8604,5640,5068,4640,7417,8387,8891,8809,5178
0:07:49,0:04:19,0:05:56,0:04:07,0:05:46,0:03:59,0:06:36,0:04:03,0:05:35,0:04:34
16,16,16,16,16,16,16,16,16,16
4390,5665,6215,3222,4706,5413,3283,5983,3075,8568
0:08:17,0:06:11,0:09:02,0:05:15,0:08:17,0:06:09,0:06:15,0:03:16,0:05:23,0:05:14
16,16,16,16,16,16,16,16,16,16
3574,3170,1939,3454,2352,3109,2051,4808,2154,3357
0:05:38,0:04:36,0:04:52,0:04:38,0:04:30,0:05:31,0:04:42,0:03:44,0:03:15,0:06:00
16,16,16,16,16,16,16,16,16,16
2541,1728,3172,1946,1668,1058,3315,2761,1615,1177
0:05:03,0:03:54,0:05:39,0:05:51,0:04:37,0:03:18,0:06:58,0:05:25,0:04:30,0:03:19
16,16,16,16,16,16,16,16,16,16
1417,645,742,1084,1513,801,1158,1406,672,1059
0:04:05,0:02:21,0:02:11,0:03:48,0:03:30,0:03:23,0:04:51,0:03:13,0:02:52,0:02:56
16,16,16,16,16,16,16,16,16,16
539,539,485,815,532,670,643,720,690,814
0:01:39,0:01:36,0:01:52,0:02:17,0:02:05,0:02:44,0:03:28,0:01:46,0:01:34,0:01:39
16,16,16,16,16,16,16,16,16,16
346,200,712,506,249,285,262,378,302,494
0:00:47,0:01:32,0:03:40,0:01:58,0:01:52,0:01:47,0:02:03,0:02:09,0:01:31,0:02:08
16,16,16,16,16,16,16,16,16,16
116,119,171,177,139,210,124,195,129,188
0:00:37,0:00:46,0:01:00,0:00:56,0:00:58,0:01:13,0:00:55,0:00:55,0:00:43,0:00:59
16,16,16,16,16,16,16,16,16,16
114,186,113,85,89,102,113,528,96,115
0:00:47,0:00:54,0:00:48,0:00:57,0:01:00,0:00:52,0:00:28,0:02:06,0:00:50,0:00:59
16,16,16,16,16,16,16,16,16,16
42,59,48,35,93,39,46,24,44,30
0:00:21,0:00:24,0:00:23,0:00:16,0:00:30,0:00:18,0:00:27,0:00:18,0:00:14,0:00:26
16,16,16,16,16,16,16,16,16,16
15,13,20,19,25,19,28,21,18,9
0:00:19,0:00:14,0:00:18,0:00:10,0:00:13,0:00:16,0:00:17,0:00:16,0:00:08,0:00:11
16,16,16,16,16,16,16,16,16,16
6,9,4,6,8,9,4,9,8,9
0:00:07,0:00:04,0:00:03,0:00:05,0:00:07,0:00:08,0:00:05,0:00:09,0:00:06,0:00:10
