1,1,1,1,1,1,1,1,1,1
12,12,12,12,12,12,12,12,12,12
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
3,3,2,3,3,3,3,2,3,3
16,16,15,16,16,16,16,15,16,16
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
7,3,6,5,7,6,4,4,8,7
50,21,32,26,51,29,25,24,42,70
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
8,10,10,12,11,10,12,7,11,9
82,210,133,333,112,202,169,54,171,240
0:00:00,0:00:02,0:00:01,0:00:03,0:00:01,0:00:01,0:00:01,0:00:00,0:00:01,0:00:02
13,12,11,12,11,13,12,13,12,12
680,821,553,308,365,282,611,656,670,837
0:00:06,0:00:06,0:00:04,0:00:03,0:00:02,0:00:02,0:00:05,0:00:06,0:00:05,0:00:06
13,12,13,13,13,13,11,13,12,13
851,1647,1298,759,1158,1174,577,1042,1501,934
0:00:11,0:00:15,0:00:14,0:00:12,0:00:14,0:00:14,0:00:05,0:00:13,0:00:13,0:00:13
13,13,12,13,13,13,12,12,13,13
919,1547,2013,1059,1435,1023,2185,1704,1595,1547
0:00:15,0:00:19,0:00:17,0:00:14,0:00:14,0:00:15,0:00:20,0:00:14,0:00:19,0:00:15
13,13,13,13,13,13,13,13,13,13
1840,1138,911,904,874,1438,1181,1727,1578,961
0:00:36,0:00:23,0:00:26,0:00:25,0:00:22,0:00:23,0:00:39,0:00:26,0:00:24,0:00:27
13,13,13,13,13,13,13,13,13,13
1250,1022,826,1258,933,967,1384,1252,614,1107
0:00:24,0:00:18,0:00:20,0:00:25,0:00:24,0:00:32,0:00:21,0:00:36,0:00:25,0:00:31
13,13,13,13,13,13,13,13,13,13
782,633,820,501,1075,681,809,907,746,963
0:00:31,0:00:16,0:00:28,0:00:17,0:00:37,0:00:32,0:00:34,0:00:27,0:00:29,0:00:20
13,13,13,13,13,13,13,13,13,13
579,376,785,573,487,1111,566,372,1109,655
0:00:24,0:00:20,0:00:32,0:00:12,0:00:17,0:00:26,0:00:23,0:00:21,0:00:27,0:00:31
13,13,13,13,13,13,13,13,13,13
972,646,669,460,490,740,363,374,743,453
0:00:15,0:00:33,0:00:16,0:00:39,0:00:17,0:00:32,0:00:16,0:00:24,0:00:23,0:00:20
13,13,13,13,13,13,13,13,13,13
419,260,368,379,521,362,139,296,351,232
0:00:17,0:00:17,0:00:18,0:00:19,0:00:28,0:00:24,0:00:12,0:00:18,0:00:31,0:00:29
13,13,13,13,13,13,13,13,13,13
182,138,171,366,257,130,199,479,109,174
0:00:13,0:00:11,0:00:14,0:00:27,0:00:22,0:00:08,0:00:15,0:00:19,0:00:11,0:00:17
13,13,13,13,13,13,13,13,13,13
102,204,92,93,127,157,103,88,156,185
0:00:08,0:00:14,0:00:08,0:00:12,0:00:11,0:00:09,0:00:09,0:00:09,0:00:11,0:00:14
13,13,13,13,13,13,13,13,13,13
60,122,96,126,147,55,54,86,86,142
0:00:06,0:00:11,0:00:10,0:00:11,0:00:13,0:00:07,0:00:07,0:00:11,0:00:10,0:00:08
13,13,13,13,13,13,13,13,13,13
57,55,41,34,34,56,53,52,148,87
0:00:07,0:00:11,0:00:05,0:00:08,0:00:06,0:00:08,0:00:07,0:00:06,0:00:17,0:00:07
13,13,13,13,13,13,13,13,13,13
32,22,27,19,12,38,29,34,23,20
0:00:06,0:00:05,0:00:07,0:00:05,0:00:04,0:00:07,0:00:07,0:00:05,0:00:06,0:00:05
13,13,13,13,13,13,13,13,13,13
14,9,11,16,15,11,23,18,11,8
0:00:03,0:00:04,0:00:02,0:00:04,0:00:04,0:00:02,0:00:03,0:00:03,0:00:02,0:00:01
13,13,13,13,13,13,13,13,13,13
6,5,8,3,4,6,2,4,5,5
0:00:02,0:00:01,0:00:02,0:00:01,0:00:02,0:00:02,0:00:01,0:00:01,0:00:01,0:00:02
