15,15,15,15,15
21,21,21,21,21
21,21,21,21,21
0,0,0,0,0
14,14,14,13,14
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
15,15,15,15,15
31,31,31,31,31
21,21,21,21,21
10,10,10,10,10
14,24,21,14,23
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
8,7,6,5,9
15,15,15,15,15
42,42,42,42,42
21,21,21,21,21
21,21,21,21,21
8,25,32,32,18
0:00:00,0:00:00,0:00:01,0:00:01,0:00:01
15,15,15,14,15
15,15,15,15,15
52,52,52,52,52
21,21,21,21,21
31,31,31,31,31
18,20,19,8,42
0:00:01,0:00:01,0:00:01,0:00:00,0:00:01
15,15,15,15,15
15,15,15,15,15
63,63,63,63,63
21,21,21,21,21
42,42,42,42,42
17,0,16,42,32
0:00:01,0:00:00,0:00:01,0:00:01,0:00:00
15,15,15,15,15
15,15,15,15,15
73,73,73,73,73
21,21,21,21,21
52,52,52,52,52
6,2,6,0,8
0:00:01,0:00:00,0:00:00,0:00:00,0:00:01
15,15,15,15,15
15,15,15,15,15
84,84,84,84,84
21,21,21,21,21
63,63,63,63,63
26,5,4,4,9
0:00:01,0:00:01,0:00:01,0:00:00,0:00:01
15,15,15,15,15
15,15,15,15,15
94,94,94,94,94
21,21,21,21,21
73,73,73,73,73
4,2,5,3,1
0:00:00,0:00:00,0:00:02,0:00:01,0:00:01
15,15,15,15,15
