12,12,12,12,12
13,13,13,13,13
13,13,13,13,13
0,0,0,0,0
11,11,11,11,11
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
12,12,12,12,12
19,19,19,19,19
13,13,13,13,13
6,6,6,6,6
18,17,14,14,20
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
7,4,3,5,7
12,12,12,12,12
26,26,26,26,26
13,13,13,13,13
13,13,13,13,13
41,19,31,18,35
0:00:00,0:00:00,0:00:00,0:00:00,0:00:01
10,12,11,10,12
12,12,12,12,12
32,32,32,32,32
13,13,13,13,13
19,19,19,19,19
32,19,27,11,10
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
11,12,12,12,12
12,12,12,12,12
39,39,39,39,39
13,13,13,13,13
26,26,26,26,26
4,6,6,16,18
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
12,12,12,12,12
12,12,12,12,12
46,46,46,46,46
13,13,13,13,13
33,33,33,33,33
1,5,5,10,12
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
12,12,12,12,12
12,12,12,12,12
52,52,52,52,52
13,13,13,13,13
39,39,39,39,39
12,10,5,3,9
0:00:00,0:00:02,0:00:00,0:00:00,0:00:01
12,12,12,12,12
12,12,12,12,12
59,59,59,59,59
13,13,13,13,13
46,46,46,46,46
12,5,2,6,3
0:00:01,0:00:01,0:00:00,0:00:01,0:00:00
12,12,12,12,12
12,12,12,12,12
65,65,65,65,65
13,13,13,13,13
52,52,52,52,52
14,0,0,4,0
0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
12,12,12,12,12
