20,20,20,20,20
38,38,38,38,38
38,38,38,38,38
0,0,0,0,0
19,19,19,19,19
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
20,20,20,20,20
57,57,57,57,57
38,38,38,38,38
19,19,19,19,19
33,38,18,43,28
0:00:01,0:00:01,0:00:00,0:00:01,0:00:00
14,17,15,18,16
20,20,20,20,20
76,76,76,76,76
38,38,38,38,38
38,38,38,38,38
6,35,15,10,42
0:00:00,0:00:02,0:00:00,0:00:00,0:00:04
19,20,18,20,20
20,20,20,20,20
95,95,95,95,95
38,38,38,38,38
57,57,57,57,57
12,17,17,6,8
0:00:01,0:00:01,0:00:02,0:00:01,0:00:01
20,20,20,20,20
20,20,20,20,20
114,114,114,114,114
38,38,38,38,38
76,76,76,76,76
20,10,22,24,6
0:00:01,0:00:01,0:00:02,0:00:01,0:00:01
20,20,20,20,20
20,20,20,20,20
133,133,133,133,133
38,38,38,38,38
95,95,95,95,95
7,1,4,10,1
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
20,20,20,20,20
20,20,20,20,20
152,152,152,152,152
38,38,38,38,38
114,114,114,114,114
1,18,8,4,6
0:00:01,0:00:07,0:00:01,0:00:01,0:00:02
20,20,20,20,20
20,20,20,20,20
171,171,171,171,171
38,38,38,38,38
133,133,133,133,133
1,3,3,2,1
0:00:01,0:00:01,0:00:01,0:00:01,0:00:01
20,20,20,20,20
