13,13,13,13,13
15,15,15,15,15
15,15,15,15,15
0,0,0,0,0
12,12,12,12,12
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
13,13,13,13,13
22,22,22,22,22
15,15,15,15,15
7,7,7,7,7
17,22,19,17,15
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
5,6,5,4,5
13,13,13,13,13
30,30,30,30,30
15,15,15,15,15
15,15,15,15,15
14,26,17,8,22
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
13,13,13,13,10
13,13,13,13,13
38,38,38,38,38
15,15,15,15,15
23,23,23,23,23
56,8,8,24,15
0:00:01,0:00:00,0:00:00,0:00:01,0:00:00
13,13,13,13,12
13,13,13,13,13
46,46,46,46,46
15,15,15,15,15
31,31,31,31,31
24,20,14,25,32
0:00:01,0:00:00,0:00:00,0:00:02,0:00:01
13,13,13,13,13
13,13,13,13,13
54,54,54,54,54
15,15,15,15,15
39,39,39,39,39
10,6,21,1,12
0:00:00,0:00:01,0:00:01,0:00:00,0:00:00
13,13,13,13,13
13,13,13,13,13
61,61,61,61,61
15,15,15,15,15
46,46,46,46,46
16,10,4,5,1
0:00:01,0:00:00,0:00:00,0:00:00,0:00:00
13,13,13,13,13
13,13,13,13,13
69,69,69,69,69
15,15,15,15,15
54,54,54,54,54
1,21,7,7,3
0:00:00,0:00:02,0:00:01,0:00:00,0:00:00
13,13,13,13,13
13,13,13,13,13
77,77,77,77,77
15,15,15,15,15
62,62,62,62,62
1,1,0,8,0
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
13,13,13,13,13
