30,30,30,30,30
87,87,87,87,87
87,87,87,87,87
0,0,0,0,0
29,29,29,29,29
0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
1,1,1,1,1
30,30,30,30,30
130,130,130,130,130
87,87,87,87,87
43,43,43,43,43
62,127,96,47,168
0:00:03,0:00:04,0:00:24,0:00:04,0:00:23
28,28,29,29,28
30,30,30,30,30
174,174,174,174,174
87,87,87,87,87
87,87,87,87,87
22,13,17,31,57
0:00:02,0:00:01,0:00:02,0:00:01,0:00:06
30,30,30,30,30
30,30,30,30,30
217,217,217,217,217
87,87,87,87,87
130,130,130,130,130
6,6,24,33,17
0:00:03,0:00:01,0:00:02,0:00:02,0:00:02
30,30,30,30,30
30,30,30,30,30
261,261,261,261,261
87,87,87,87,87
174,174,174,174,174
51,5,11,17,6
0:00:03,0:00:04,0:00:02,0:00:03,0:00:03
30,30,30,30,30
30,30,30,30,30
304,304,304,304,304
87,87,87,87,87
217,217,217,217,217
1,10,1,11,18
0:00:05,0:00:06,0:00:16,0:00:06,0:00:07
30,30,30,30,30
30,30,30,30,30
348,348,348,348,348
87,87,87,87,87
261,261,261,261,261
6,2,11,0,2
0:00:06,0:00:04,0:00:05,0:00:04,0:00:02
30,30,30,30,30
30,30,30,30,30
391,391,391,391,391
87,87,87,87,87
304,304,304,304,304
0,12,1,1,6
0:00:03,0:00:04,0:00:05,0:00:09,0:00:07
30,30,30,30,30
